algorithm,parallel,delta,graph_size,graph_density,n_threads,time,n_repeat
ParallelDeltaStepping,1,6,10000,0.5,16,222.132,1
ParallelDeltaStepping,1,8,10000,0.5,16,218.368,1
ParallelDeltaStepping,1,1,10000,0.5,20,121.4,1
ParallelDeltaStepping,1,2,10000,0.5,20,143.527,1
ParallelDeltaStepping,1,4,10000,0.5,20,190.343,1
ParallelDeltaStepping,1,6,10000,0.5,20,188.763,1
ParallelDeltaStepping,1,8,10000,0.5,20,198.741,1
ParallelDeltaStepping,1,1,10000,0.5,24,103.927,1
ParallelDeltaStepping,1,2,10000,0.5,24,142.632,1
ParallelDeltaStepping,1,4,10000,0.5,24,169.659,1
ParallelDeltaStepping,1,6,10000,0.5,24,181.712,1
ParallelDeltaStepping,1,8,10000,0.5,24,190.681,1
ParallelDeltaStepping,1,1,10000,0.5,25,98.527,1
ParallelDeltaStepping,1,2,10000,0.5,25,138.032,1
ParallelDeltaStepping,1,4,10000,0.5,25,169.02,1
ParallelDeltaStepping,1,6,10000,0.5,25,183.218,1
ParallelDeltaStepping,1,8,10000,0.5,25,206.077,1
DeltaStepping,0,1,10000,0.7,1,2950.05,1
DeltaStepping,0,2,10000,0.7,1,3702.34,1
DeltaStepping,0,4,10000,0.7,1,3734.92,1
DeltaStepping,0,6,10000,0.7,1,3468.25,1
DeltaStepping,0,8,10000,0.7,1,3042.81,1
DijkstraSequential,0,-1,10000,0.7,1,929.716,1
ParallelDeltaStepping,1,1,10000,0.7,2,439.142,1
ParallelDeltaStepping,1,2,10000,0.7,2,606.862,1
ParallelDeltaStepping,1,4,10000,0.7,2,652.65,1
ParallelDeltaStepping,1,6,10000,0.7,2,682.173,1
ParallelDeltaStepping,1,8,10000,0.7,2,697.14,1
ParallelDeltaStepping,1,1,10000,0.7,4,275.574,1
ParallelDeltaStepping,1,2,10000,0.7,4,356.887,1
ParallelDeltaStepping,1,4,10000,0.7,4,389.853,1
ParallelDeltaStepping,1,6,10000,0.7,4,419.539,1
ParallelDeltaStepping,1,8,10000,0.7,4,410.024,1
ParallelDeltaStepping,1,1,10000,0.7,8,192.56,1
ParallelDeltaStepping,1,2,10000,0.7,8,249.558,1
ParallelDeltaStepping,1,4,10000,0.7,8,266.812,1
ParallelDeltaStepping,1,6,10000,0.7,8,268.07,1
ParallelDeltaStepping,1,8,10000,0.7,8,263.089,1
ParallelDeltaStepping,1,1,10000,0.7,12,155.512,1
ParallelDeltaStepping,1,2,10000,0.7,12,213.992,1
ParallelDeltaStepping,1,4,10000,0.7,12,241.34,1
ParallelDeltaStepping,1,6,10000,0.7,12,255.148,1
ParallelDeltaStepping,1,8,10000,0.7,12,239.636,1
ParallelDeltaStepping,1,1,10000,0.7,16,151.28,1
ParallelDeltaStepping,1,2,10000,0.7,16,201.553,1
ParallelDeltaStepping,1,4,10000,0.7,16,240.42,1
ParallelDeltaStepping,1,6,10000,0.7,16,249.608,1
ParallelDeltaStepping,1,8,10000,0.7,16,230.489,1
ParallelDeltaStepping,1,1,10000,0.7,20,142.981,1
ParallelDeltaStepping,1,2,10000,0.7,20,211.329,1
ParallelDeltaStepping,1,4,10000,0.7,20,214.573,1
ParallelDeltaStepping,1,6,10000,0.7,20,229.383,1
ParallelDeltaStepping,1,8,10000,0.7,20,226.538,1
ParallelDeltaStepping,1,1,10000,0.7,24,144.032,1
ParallelDeltaStepping,1,2,10000,0.7,24,170.118,1
ParallelDeltaStepping,1,4,10000,0.7,24,214.763,1
ParallelDeltaStepping,1,6,10000,0.7,24,223.925,1
ParallelDeltaStepping,1,8,10000,0.7,24,203.862,1
ParallelDeltaStepping,1,1,10000,0.7,25,132.997,1
ParallelDeltaStepping,1,2,10000,0.7,25,186.038,1
ParallelDeltaStepping,1,4,10000,0.7,25,214.794,1
ParallelDeltaStepping,1,6,10000,0.7,25,236.147,1
ParallelDeltaStepping,1,8,10000,0.7,25,206.034,1
DeltaStepping,0,1,10000,0.3,1,1332.65,2
DeltaStepping,0,2,10000,0.3,1,1563.23,2
DeltaStepping,0,4,10000,0.3,1,1979.98,2
DeltaStepping,0,6,10000,0.3,1,2296.83,2
DeltaStepping,0,8,10000,0.3,1,2361.7,2
DijkstraSequential,0,-1,10000,0.3,1,484.315,2
ParallelDeltaStepping,1,1,10000,0.3,2,236.484,2
ParallelDeltaStepping,1,2,10000,0.3,2,295.463,2
ParallelDeltaStepping,1,4,10000,0.3,2,387.723,2
ParallelDeltaStepping,1,6,10000,0.3,2,457.981,2
ParallelDeltaStepping,1,8,10000,0.3,2,471.59,2
ParallelDeltaStepping,1,1,10000,0.3,4,163.521,2
ParallelDeltaStepping,1,2,10000,0.3,4,183.628,2
ParallelDeltaStepping,1,4,10000,0.3,4,248.996,2
ParallelDeltaStepping,1,6,10000,0.3,4,281.302,2
ParallelDeltaStepping,1,8,10000,0.3,4,294.166,2
ParallelDeltaStepping,1,1,10000,0.3,8,102.342,2
ParallelDeltaStepping,1,2,10000,0.3,8,134.462,2
ParallelDeltaStepping,1,4,10000,0.3,8,181.976,2
ParallelDeltaStepping,1,6,10000,0.3,8,197.018,2
ParallelDeltaStepping,1,8,10000,0.3,8,201.797,2
ParallelDeltaStepping,1,1,10000,0.3,12,103.868,2
ParallelDeltaStepping,1,2,10000,0.3,12,121.715,2
ParallelDeltaStepping,1,4,10000,0.3,12,144.349,2
ParallelDeltaStepping,1,6,10000,0.3,12,171.911,2
ParallelDeltaStepping,1,8,10000,0.3,12,187.522,2
ParallelDeltaStepping,1,1,10000,0.3,16,94.178,2
ParallelDeltaStepping,1,2,10000,0.3,16,109.911,2
ParallelDeltaStepping,1,4,10000,0.3,16,156.405,2
ParallelDeltaStepping,1,6,10000,0.3,16,171.664,2
ParallelDeltaStepping,1,8,10000,0.3,16,173.344,2
ParallelDeltaStepping,1,1,10000,0.3,20,90.887,2
ParallelDeltaStepping,1,2,10000,0.3,20,117.587,2
ParallelDeltaStepping,1,4,10000,0.3,20,146.66,2
ParallelDeltaStepping,1,6,10000,0.3,20,152.725,2
ParallelDeltaStepping,1,8,10000,0.3,20,178.852,2
ParallelDeltaStepping,1,1,10000,0.3,24,87.45,2
ParallelDeltaStepping,1,2,10000,0.3,24,100.514,2
ParallelDeltaStepping,1,4,10000,0.3,24,129.041,2
ParallelDeltaStepping,1,6,10000,0.3,24,152.255,2
ParallelDeltaStepping,1,8,10000,0.3,24,162.956,2
ParallelDeltaStepping,1,1,10000,0.3,25,88.894,2
ParallelDeltaStepping,1,2,10000,0.3,25,95.674,2
ParallelDeltaStepping,1,4,10000,0.3,25,130.318,2
ParallelDeltaStepping,1,6,10000,0.3,25,154.12,2
ParallelDeltaStepping,1,8,10000,0.3,25,158.832,2
DeltaStepping,0,1,10000,0.5,1,2088.52,2
DeltaStepping,0,2,10000,0.5,1,2658.97,2
DeltaStepping,0,4,10000,0.5,1,3337.05,2
DeltaStepping,0,6,10000,0.5,1,3350.13,2
DeltaStepping,0,8,10000,0.5,1,3156.07,2
DijkstraSequential,0,-1,10000,0.5,1,699.893,2
ParallelDeltaStepping,1,1,10000,0.5,2,311.641,2
ParallelDeltaStepping,1,2,10000,0.5,2,439.561,2
ParallelDeltaStepping,1,4,10000,0.5,2,529.688,2
ParallelDeltaStepping,1,6,10000,0.5,2,561.394,2
ParallelDeltaStepping,1,8,10000,0.5,2,584.886,2
ParallelDeltaStepping,1,1,10000,0.5,4,207.199,2
ParallelDeltaStepping,1,2,10000,0.5,4,266.116,2
ParallelDeltaStepping,1,4,10000,0.5,4,324.967,2
ParallelDeltaStepping,1,6,10000,0.5,4,345.576,2
ParallelDeltaStepping,1,8,10000,0.5,4,346.562,2
ParallelDeltaStepping,1,1,10000,0.5,8,154.965,2
ParallelDeltaStepping,1,2,10000,0.5,8,163.531,2
ParallelDeltaStepping,1,4,10000,0.5,8,218.308,2
ParallelDeltaStepping,1,6,10000,0.5,8,247.298,2
ParallelDeltaStepping,1,8,10000,0.5,8,242.727,2
ParallelDeltaStepping,1,1,10000,0.5,12,114.14,2
ParallelDeltaStepping,1,2,10000,0.5,12,149.201,2
